;性別
0,女性,		;女である（非表記）
1,扶她,		;オトコでなくてもSEX系調教が可能。1なら天然。2なら後天的or原因あり
;2,男性,		;男である
;3,伪娘,		;男にも女にも見える魅力的な容姿で、男だというのに女性的な振る舞いも好みます
4,萝莉老太婆,		;ロリババアです。小柄＆外見年齢1or2とセットにしてください
5,性反转,		;性転換するとONになる
6,妊娠可能,		;本来妊娠できない性別や種族でも妊娠できるようになる
7,未成熟,		;性功能未发育完全不产生受精与射精
8,妊娠不能,		;本来就不能怀孕的种族和性别的人。名称可根据值变化
8,圣女的子宫,		;每周一次直接内射子宫必定怀孕。且孵化概率以及后代资质提高

;性別関係の特に重要な素質
10,阴茎,		;ちんこの大きさ。0短小, 1並, 2巨根, 3馬並, 4腕並, 5規格外
11,包茎,		;ちんこの包茎具合。1で仮性包茎、2で真性包茎
12,乳頭肥大,		;乳首が大きい。MAX3
13,陥没乳頭,		;乳首が陥没してます。1で仮性、2で真性
14,巨乳輪,		;乳輪が大きい。MAX3
15,陰核肥大,		;巨クリ。MAX3
16,陰核包茎,		;陰核が皮で隠されています。基本的にはみんな仮性なので、真性か否か
17,乳房,		;おっぱいがあります。オトコ以外は当然ONです

20,処女,
21,妊娠,
22,出産経験
23,Ａ処女,		;アナルセックス未経験…判定が難しいので表記は無し
25,童貞,		;女性の膣にちんこを突っ込んだことがありません。尻の穴に突っ込んでも童貞のままですよ？
27,尿道処女,		;尿道セックス未経験…処女なのが当たり前なので表記は無し

;[体質]（本人の意思と関係なく、肉体の反応のみが影響するもの）
30,外見年齢,		;生きている年数とは無関係で、純粋に見た目が属する区分。あくまで目安だが、1は中学生以下、2は高校生、3は大学生、4は社会人で通じる見た目
31,娇小,		;PALAM:苦痛、恐怖が上がりやすい
32,高大,		;身長が高い
33,貧乳,		;ABL:Ｂ感覚が上げやすい。胸関連の調教にペナルティ
34,巨乳,		;ABL:Ｂ感覚が上げにくい。胸関連の調教にボーナス
35,小尻,		;お尻が小さい
36,巨尻,		;お尻が大きい
37,性器年齢,		;性器の外見が属する区分。設定しない場合は外見年齢と同じになる。ちなみに5は世にいうグロマンである


40,容易濕,		;PALAM:Ｖ潤が上がりやすい
41,不易濕,		;PALAM:Ｖ潤が上がりにくい
42,早漏,		;射精が早くなる
43,遅漏,		;射精ゲージが多くなる
44,射精量強化,		;射精ランクが上昇する
45,縦深菊穴,	;肛門が*ではなく｜状態になる。痛みに強い
46,易出汗,		;夏場以外でも汗をかく
47,筋肉,		;腹筋や腕などに程よく筋肉がついてます
48,体寒,		;冬場にコートなどを室内でも身につけたまま


;特筆すべき体質。特技と言ってもいいほどです
50,腸液分泌体質,	;なんと気持ちよくなるとお尻の穴が濡れてきます。PALAM:Ａ潤が上がりやすい
51,絶頂失禁体質,	;絶頂時に尿道が緩んでしまいます。
;52,潮噴き体質,		;絶頂した際に潮を噴きやすいです
53,発情体質,		;すぐに発情しちゃうエッチな体質です
54,母乳体質,		;妊娠していないのに母乳が出ます。1なら天然。2なら後天的or原因あり
55,嘔吐反射耐性,	;喉を犯されても平気です。オエっとなりません
56,吸精体質,		;相手の精を吸い取ることで活力に変えてしまう。無意識に行うこともあり
57,拡張適性,		;性器拡張がスムーズにできます
58,隐藏型暴露狂,		;露出系调教效果提升。不易产生反感


;とてもいい穴を持っています。子供にそのまま遺伝
60,Ｖ名器,		;生まれ持ってのＶ名器
61,Ａ名器,		;生まれ持ってのＡ名器
62,喉名器,		;生まれ持っての喉名器
63,尿道名器,		;生まれ持っての尿道名器

67,完美契合,	;性器があなたのちんこにぴったりです。ビットで管理。0Ｖ, 1Ａ, 2尿道
;[損傷]性器などの損傷です。治るまでは無理できません。EXPの方で残り、完治しません。
68,Ｖ損傷,		;SOURCE:Ｖ快楽が上がりにくい。他、ペナルティ一杯
69,Ａ損傷,		;SOURCE:Ａ快楽が上がりにくい。他、ペナルティ一杯


;[性格]（肉体の無い、いわば思念体状態で想像しても問題の無いもの…似たものは無くしたかったがニュアンスの違いで消しきれない！）
;まずは対義的なものがある性格
70,内気,		;PALAM:反感が上がりにくい。反撃確率が低くなる。
71,強気,		;PALAM:反感が上がりやすい。反撃確率が高くなる。
72,坦率,		;PALAM:恭順が上がりやすい。コマンドを実行しやすい。
73,傲慢,		;PALAM:恭順が上がりにくい。コマンドを実行しづらい。
74,高慢,		;コマンドを実行しにくい。PALAM:屈服が上がりにくい
75,謙虚,		;コマンドを実行しやすい。PALAM:屈服が上がりやすい
76,開朗,		;快楽系PALAMが上がりやすい。ムードの影響が少ない
77,冷静,		;快楽系PALAMが上がりにくい。ムードの影響が大きい
78,温柔,		;コマンドを実行しやすい。
79,坏心眼,		;ABL:サドっ気が上げやすい。PALAM:恭順が上がりにくい
80,好奇心,		;コマンドを実行しやすい。PALAM:習得が上がりやすい
81,保守的,		;コマンドを実行しにくい。ABL:奉仕精神が上げにくい。PALAM:習得が上がりにくい
82,贞操重视,		;エッチの相手を選びます
83,不在乎貞操,		;エッチの相手が気になりません
84,害羞,		;コマンドを実行しにくい。露出系調教の効果が高い
85,不知羞恥,		;露出系調教の効果が低い
86,容易迷恋,		;好感度が上がりやすい
87,難以越過的底線,	;好感度が上がりづらい
88,高贵,		;言葉遣いや所作から優雅さが感じられる
89,粗野,		;気品に欠ける
90,聰慧,		;ABL:奉仕精神が上げやすい。PALAM:習得が上がりやすい（習得早い）
91,笨蛋,		;ABL:奉仕精神が上げにくい。PALAM:習得が上がりにくい（習得遅い）
92,討厭男人,		;オトコとの性行為に抵抗があります。1だと男性苦手,２で男嫌い
94,接受快感,		;コマンドを実行しやすい。ABL:欲望と奉仕精神が上げやすい。PALAM:欲情が上がりやすい
95,否定快感,		;コマンドを実行しにくい。PALAM:欲情が上がりにくい

;独立した個性のある性格
100,堅強,		;コマンドを実行しにくい。その代わり、反感がたまりづらい
101,献身,		;奉仕系調教を実行しやすい。ABL:奉仕精神が上げやすい。PALAM:屈服が上がりやすい。
102,感情缺乏,		;ABL:奉仕精神が上げにくい。PALAMが全体的に上がりにくい
103,清楚,		;ABL:欲望、露出癖、自慰中毒、精液中毒、レズ中毒が上げにくい。PALAM:恭順、恥情が上がりやすい
104,好色,		;人とエッチな事をするのが好きです
105,淫乱,		;とにかく性的快楽刺激が好きです。自分でも止められません
106,倒錯的,		;SM等、通常反発される調教の効果が高い。ABLが全体的に上がりやすい
107,狂気,		;売却額がかなり低下
108,叛逆,		;ちょっと嫌い程度ではなく、明確に反発しています
109,小悪魔,		;調教者の時にコマンドを実行しやすい。反撃確率が高くなる。
110,喜歡引人注目,	;コマンドを実行しやすい。ABL:露出癖が上げやすい
111,料理擅長,		;料理が上手です。1LVの時点で自炊の範囲なら万能。2LVあれば料理を職に出来る。
112,情熱的,
113,真面目,
114,自制心,
115,臆病,
116,受け身,		;カウンターが発生しなくなる

;[特技]（ON/OFFで明確に区別できるもの。含バッドステート）
120,錬金術,		;特殊なアイテムを購入できる。コマンド「媚薬」の体力と気力の消費が少ない
121,粉红法术大全,		;特殊なアイテムやコマンドを実行できる
122,汚臭鈍感,		;フェラ系調教を実行しやすい。ABL:精液中毒が上げやすい
123,汚臭敏感,		;フェラ系調教を実行しにくい。ABL:精液中毒が上げにくい
124,汚臭無視,		;汚れによるペナルティをうけない
125,疼痛無視,		;痛みに恐ろしく強い
126,容易中毒,	;ABL:自慰中毒、精液中毒、レズ中毒が上げやすい
127,难以妊娠,	;妊娠確率が80%を越さない限りは受精しません。また、受精卵が着床しづらい。2以上の値も有効　***着床判定追加パッチで変更
128,兩面通吃,		;相手の性別を選びません
129,魅力,		;ただ居るだけで人目を惹きます。調教をする際にコマンドを実行しやすい
130,豊穣,		;おっぱいを揉むとでかくなる
131,鼓舞,		;助手の時にコマンドを実行しやすい
132,容易妊娠,	;受精卵がかなり着床しやすくなります。　2以上の値も有効で、大きいほど着床しやすい。　***着床判定追加パッチで追加
133,薬毒耐性,		;媚薬などの薬品に強い耐性があります
134,大力士,		;力が強い。押し倒しからの復帰判定に大きくかかわる
135,事后避孕药,	;アフターピルを服用、現在効果が発生中です。強度は残り日数です。　***着床判定追加パッチで追加
136,具現,		;ペニスを生やすも引っ込めるも自由。
137,性豪,		;精力にボーナス
138,謎之魅力,		;立ち振る舞いなどに何とも言えない味があります
139,甜言蜜语,		;あることないこと言ってその気にさせます
;天性の～使いは非表示素質です
140,天性の舌靈活,	;舌技に光るものがあります
141,天性の指靈活,	;指使いが巧です。足の指もです
142,天性の腰靈活
143,天性の魔乳
144,調教知識
145,魔力回复,	;消耗魔力回复体力或精力&气力回复效果为50=10体力&气力100=1精力
146,小种马,
147,性交熟達,		;性行為のベテラン度合い。ビットで管理。0Ｖ, 1Ａ, 2尿道
147,药效增强,		;媚药会造成全系敏感上升35%。回复类药物效果上升50%


;[関係]主人からの特筆すべき関係。恋慕だけは別格なのでここにも書くが他は違う場所に表示
150,恋慕,		;主人による調教が実行しやすい。PALAM:屈服が上がりやすい。反撃確率が高くなる。
151,单相思,		;相手に好きだという事を勇気を出して伝えた状態です。相手が恋慕ならば相思相愛となります
152,相思相愛,		;両思い。
153,第一次的对象,		;MASTERの筆卸し相手。今後どれだけの相手を抱いても初めては私ですふふふ。
155,炮友,		;愛無しにお互いの身体を貪りあう性関係。0bitセフレ, 1bitセフレ契約
158,有女朋友,		;性交渉する特定の相手がいます。=2人妻
159,一般人,		;何の変哲もないパンピーの証



;[嗜好]攻められるのが好きな部位や感じてしまう部位などです（心と体の両方が影響するもの）
160,Ｃ性向,		;Ｃで快感を得る事を好む。対応した珠の取得+50％。感度自体には影響なし
161,淫核,		;Ｃ系コマンド実行時にPALAM:習得・Ｖ潤・欲情が上がりやすい。逆に抑鬱が上がりにくい
162,Ｖ性向,		;Ｖで快感を得る事を好む。対応した珠の取得+50％。感度自体には影響なし
163,淫壷,		;Ｖ系コマンドの効果アップ。PALAM:欲情・Ｖ潤・恭順が上がりやすく、抑鬱が上がりにくい
164,Ａ性向,		;Ａで快感を得る事を好む。対応した珠の取得+50％。感度自体には影響なし
165,尻穴狂い,		;Ａ系コマンドの効果アップ。Ａ系コマンド実行時、PALAM:欲情・恭順が上がりやすく、恐怖・反感が上がりにくくなる。
166,Ｂ性向,		;Ｂで快感を得る事を好む。対応した珠の取得+50％。感度自体には影響なし
167,淫乳,		;Ｂ系コマンド実行時、効果上昇。胸系追加コマンドの場合効果さらに増大
170,尿道性感,		;尿道への責めでも気持ちよくなってしまいます
171,尿道狂,		;尿道でのプレイが大好きです。尻穴狂いなどに相当します
172,喉性感,		;フェラチオやイラマチオでも気持ちよくなってしまいます
173,子宮性感,		;子宮口や子宮への責めでも気持ちよくなってしまいます
174,精液弱点,		;精液を特定の場所に注がれると絶頂を我慢できなくなってしまう
;0bit精飲に弱い 1bit膣内射精に弱い 2bit肛内射精に弱い 3bit乳内射精に弱い 4bit尿道内射精に弱い
175,气味弱点,	;体臭などが好きです。フェラチオやクンニなども好きです。……あなたのにおいも好きです
176,雌性自觉,		;被背后位播种授精内射进子宫必定高潮。
177,結腸性感,		;Ｓ状結腸より深くを刺激されるのが大好きです

;[好きな体位]
179,喜欢的体位,	;そのまんま

;外見特徴(素質表示の欄には書かない)180,動物耳～184,動物足については本体側でCSTR:種族を元に値を調整するので数値は1でよい
180,動物耳,		;そのままズバリです。2にするとたれ耳になります
181,尾巴,		;1ネコ, 2狼, 3狐, 4兎, 5馬, 6悪魔, 7トカゲor竜, 8鼠
182,角,		;頭から固い物が生えてます
183,翼,			;背中から色々生えてます
184,動物足,		;足が人のそれとは一線を画します
185,肤色,		;肌の色が黄色人種な肌色じゃありません
186,精灵耳,		;みんなが大好きな耳の長い人用の素質です

188,苗条,		;腰が細い。相対値です。キャラ作成が終わると失います
189,豐腴,		;腰回りが太い。相対値です。キャラ作成が終わると失います

;身体への装飾など
190,陰蒂環,		;=1 クリトリス(=2 クリトリスの皮予定)にピアスをつける。
191,陰唇環,	;陰唇にピアスをつける。
192,乳环,	;乳首にピアスをつける。
193,肚脐环,		;おへそにピアスをつける。
194,尿道穿環,		;尿道口にピアスをつける。

;常時装備品
200,常時Ｖ振動棒,	;いつも膣にバイブを入れて過ごします
201,常時Ａ肛塞,	;いつもアナルプラグをはめて過ごします
202,常時尿道塞,	;いつも尿道にプラグをはめて過ごします

209,避妊の護符,		;妊娠しなくなります
;避妊方法など
210,口服避孕薬派,		;1でピル派。-1だとピル嫌い
211,避孕套派,		;1でゴム派。-1だとゴム嫌い

